external_video_id,estimated_view_count,date,title,players,decade,agg_view_count,video_ids,video_titles,video_counts,num_videos,id,video_custom,title_custom,type,team,start
KkmJKZhFASU,1669916,20170223,Stephen Curry with CONSECUTIVE ridiculous shots!!!,Stephen Curry,2017,2421682,R_k_crufV1g|UDfvYoMtBQY|iAI-VnGuOKw|mEwRSgtNYHo|po9xg_Q6ZWk|-k-KxinShmY,"The Golden State Warriors Score 50 POINTS in the 3rd Quarter! | 02.23.17|Stephen Curry Full Highlights 2017.02.23 vs Clippers - 35 Pts, 20 in 3rd Quarter, 7 Rebs, 5 Ast!|Stephen Curry ( 35 PTS ) VS Clippers (2-23-2017)|Stephen Curry Connects for 35 Points vs. Clippers! | 02.23.17|Stephen Curry Postgame Interview | Warriors vs Clippers | February 23, 2017|Stephen Curry Beats The Buzzer | Warriors vs Clippers | February 23, 2017",361636|221901|86985|50469|18338|12437,6,20170223-Stephen Curry,,"Curry with consecutive, unbelievable shots",,gsw,
m-rZCCRaA_0,2272225,20161109,"Stephen Curry vs Seth Curry BROTHERS Duel 2016.11.09 - 34 Pts, 15 Assists For Curry!","Seth Curry,Stephen Curry",2017,2379583,hsVEXyu65ZM|ow1zpZrBm1o,"Seth Curry Breaks Stephen Curry's ankle | Mavericks vs Warriors | November 9, 2016 ||Steph Curry hurts ankle MAVS @ Warriors 11-9-16",88570|18788,2,20161109-Seth Curry,,Curry brothers battle,,gsw,55
RPrNFbiNM9U,652025,20170128,"Stephen Curry Full Highlights 2017.01.28 vs Clippers - UNREAL 43 Pts, 25 in 3rd Quarter!",Stephen Curry,2017,1663709,8sIHy1VGlgw|zf69mcf_Fw0|PbeTrOSTCiw|VaZUIgtAay4|hqySLK78Ys0|wiOfG_UXLhI|B9y8gx8--VM|CLg-bIFexEg|CgZO-z_vGRQ|COw7SljEnmw|-kkoqVjAAdM,"Stephen Curry IGNITES for 43 POINTS | 01.28.17|Stephen Curry Splashes Half-Court Buzzer-Beater! | 01.28.17|Stephen Curry Puts Up 9 Threes in 3 Quarters! | 01.28.17|Steve Kerr in Awe of Steph Curry's Shooting | 01.28.17|LA Clippers at Golden State Warriors - January 28, 2017|Nightly Notable 2017.01.28: Stephen Curry UNREAL 43 Pts, 25 in 3rd Quarter in 1080p!|Stephen Curry超遠距離半場絕殺快艇!!! 勇士 vs 快艇 | 2017.01.28 ||Curry Between-the-Legs Assist for Iguodala Dunk | 01.28.17|Curry Crosses Over, Splits the Defense, and Reverses the Lay-up | 01.28.17|Stephen Curry Scores 25 Pts in 3rd Quarter! | 01.28.17|Ayo & Teo - Rolex | Curry vs Clippers | 2016-17 NBA Season",229070|138895|130069|121221|101343|84178|77367|47821|35032|31258|15430,11,20170128-Stephen Curry,,Curry scores 25 points in the 3rd quarter,,gsw|lac,25
M6eDZfKgStM,1287740,20161205,"Klay Thompson UNREAL 60 Pts in 29 Mins 2016.12.05 vs Pacers - 8 Threes, 21-33 FGM!",Klay Thompson,2017,1633006,WPfdNTj8FMg|086SJKAnGB0|wVLLxk4o5uo|UvfTro2EyTA|-wCVrxXf0mA|KXuKdQSFaMs,"Indiana Pacers at Golden State Warriors - December 5, 2016|Klay Thompson 40 Point 1st Half | Every Basket | 12.05.16|Klay Thompson's Three Pointers Make the Warriors Go Insane! | 12.05.16|Klay Thompson  ( 60 PTS ) VS Pacers (12-5-2016)|Klay Thompson UNREAL 60 Pts in 29 Mins vs Pacers 8 Threes! (12/05/16)|Klay Thompson vs. Kobe Bryant: Battle of the 60s",115809|74428|58113|42066|31900|22950,6,20161205-Klay Thompson,,Klay Thompson scores 60 in 29 minutes,,gsw,
wM7Tt4mDjw0,442191,20170118,Kevin Durant vs Russell Westbrook 2nd Meeting! Durant Crosses Westbrook! 1-18-2017,"Russell Westbrook,Kevin Durant",2017,1426568,ZdkA9UNLcrQ|z30qpi7rHr4|myG9j5PSj1U|ESKgNJLo0Hk|lm0t31ZNQIQ|0idrdwNeuFw|yD990mprXcQ|_GLa7Wp6ybQ|TXMfoBdv3ok|dK8p8sgRBT4|FTlHqD45V5s|pRlswFzNUdY|8P0Sp1hYOP8|QkVwA-jifmc|3OThAlW2HtY|hZZvsGN5znM,"Westbrook with a Thunderous Dunk at Oracle | 01.18.17|Russell Westbrook With A Funny Traveling Violation | Warriors vs Thunder | January 18, 2017|Kevin Durant vs Russell Westbrook NASTY Duel 2017.01.18 - Russ With 27, 15 Rebs, 13 Ast, KD With 40!|Surprised Russell Westbrook & Kevin Durant Still Haven't Spoken To Each Other? | January 18, 2017|Russell Westbrook FORGETS TO DRIBBLE vs warriors! shaqtin a fool travels 1.18.17|Kevin Durant 40 Points vs Oklahoma City Thunder | 01.18.17|Westbrook Posts Triple Double #21 | 01.18.17|Russell Westbrook dunks on Kevin Durant trash talk (warriors vs okc thunder 2.11.17)|RUSSELL WESTBROOK CALLS KEVIN DURANT A BITCH ASS NIGGA (warriors okc thunder 2.11.17)|Russell Westbrook Triple-Double 2017.01.18 at Warriors - 27 Pts, 15 Rebs, 13 Ast, 2 Blks!|Russell Westbrook walks with the ball | Shaqtin' A Fool Moment | Thunder vs Warriors 01-18-17|KD Slams It Off the Warriors Fastbreak | 01.18.17|Zaza Pachulia fouls Russell Westbrook & stands over him (kevin durant returns okc warriors)|Nightly Notable 2017.01.18: Kevin Durant 40 Pts, 12 Rebs, 3 Blks vs Thunder in 1080p!|Russell Westbrook is called for Travelling | Shaqtin' A Fool | Thunder vs Warriors  | Jan-18-17|Russell Westbrook Traveling vs Golden State Warriors 1/18/2017",215541|198618|120001|75324|72924|64007|42962|29962|29816|27530|26248|18128|17528|16558|15145|14085,16,20170118-Russell Westbrook,,Durant and Westbrook meet,,gsw|okc,
Osxe1GW8AKw,1032545,20161217,Russell Westbrook SICK Shammgod and Pass for 22nd Assist | 12.17.16,"God Shammgod,Russell Westbrook",2017,1310470,6JSqTBEPw_I|ZMpy8A4MMKI,"Russell Westbrook UNREAL Triple-Double 2016.12.17 vs Suns - 26 Pts, 22 Ast, 11 Rebs!|Russell Westbrook 26 Points, 22 Assists, 11 Rebounds vs Phoenix | 12.17.16",175221|102704,2,20161217-God Shammgod,,Westbrook with the shamgod,,okc,
9LN88bqoIMo,1018541,20161103,"Kevin Durant vs Russell Westbrook FIRST Duel 2016.11.03 - Westbrook With 20 Pts, 10 Ast, KD With 39!","Russell Westbrook,Kevin Durant",2017,1237981,XUugxr5F1as|whj3kcSCg6A|9CNHeLg1Sc0,Russell Westbrook Blocks Kevin Durant - Warriors vs Oklahoma Thunder 11/3/2016|Russell Westbrook Block to Kevin Durant (2016.11.03)|Russell Westbrook Crazy Circus Shot!!! OKC Thunder Vs Warriors 11/3/16,155995|51291|12154,3,20161103-Russell Westbrook,,Durant and Westbrook meet for first time,,okc|gsw,15
aiW1s5m-0WY,757139,20170314,Larry Sanders 1st Game With the Cavs! Kyrie Irving 1 Legged 3!,"Larry Sanders,Kyrie Irving",2017,1226646,tqB1BLhg84w|VdAz4MulMV8,LeBron James Helps Out Kyrie Irving! | 03.14.17|LeBron Or Kyrie Who Shot it better? | 03.14.17,416807|52700,2,20170314-Larry Sanders,,Larry Sanders' first game with the Cavs,,cle,
5yFl2WpDDKc,565355,20161225,"Kyrie Irving AMAZING 25 Pts, 10 Assists, 7 Stls 2016.12.25 vs Warriors - UNREAL in CLUTCH!",Kyrie Irving,2017,1215920,A141Kb6LYek|jzMF2SrQ8eU|Qpw3qCNVMpk|i2NLaeBMYyk|xZCsjaZm-Cc|Mt_7rs4jAXw,"Kyrie Irving Game Winning Shot Against Warriors On Christmas!  12.25.16|Best Of Phantom: Cleveland Cavaliers vs Golden State Warriors Christmas Day Rematch | 12.25.16|Kyrie Irving Game Winning Shot Flashback! | 12.25.16|Kyrie Irving Postgame Interview | 12.25.16|Kyrie Irving vs Stephen Curry Christmas Battle 2016.12.25 - Kyrie OWNS It With 25 Pts, 10 Ast!|NBA《アメリカ本場の本音トーク》カイリー・アービング：試合後のインタビュー",230046|152665|97523|81780|72156|16395,6,20161225-Kyrie Irving,,Kyrie hits game-winner vs. the Warriors,gw,cle|gsw,364
zHLaT0mfoBY,823038,20170211,"Kevin Durant vs Russell Westbrook NASTY Duel 2017.02.11 - KD  With 34 in 1st Return, Russ With 47!","Russell Westbrook,Kevin Durant",2017,1192881,qXGlHc1fmV4|P2KqxBwIv7A|DFYoPJ52cgI|jzJA6FVCdfM|aVGHpCxEq9E|AuRIe54JuL0|CHAyHd-nzd4|hv7gdDQsnb8|I2EY16PoW7Y|zPNuUz_3DoA,"Kevin Durant 34 Points in Warriors Win | 02.11.17|Rusell Westbrook shoves Kevin Durant after KD headbutts Andre Roberson & trash talks okc 2.11.17|Russell Westbrook 47 Points, 8 Assists, 11 Rebounds | 02.11.17|Kevin Durant Booed During Player Introduction In OKC | Thunder vs Warriors | February 11, 2017|Kevin Durant & Andre Roberson Scuffle | Warriors vs Thunder | February 11, 2017|3DTV: Kevin Durant - Shooters Paradise | February 11, 2017|Kevin Durant Massively Booed And Scores The First Bucket | Warriors vs Thunder | February 11, 2017|Cupcake Kevin Durant tough talks former teammates Andre Roberson & Russell Westbrook|Kevin Durant Postgame Interview | Warriors vs Thunder | February 11, 2017|Kevin Durant & Andre Roberson FIGHT!!! Warriors vs Thunder  February 11, 2017",112007|60615|56441|42718|25348|24667|14342|12052|11319|10334,10,20170211-Russell Westbrook,,Durants return to Oklahoma City,,okc|gsw,40
gudVbhp3JpA,365394,20170510,Manu Ginobili Makes The Game-Saving Block On James Harden,"James Harden,Manu Ginóbili",2017,1099405,eDEiwx4K7P8|qjUgDgcAIXY|x3npmuIAD-E|eDSyszYjGOk|mdf9UGW8gDY|HzHfqmZmTKg|Lntp3FZgC2U|h9VsU7NobaE|wgQKzPnhstw|fXcP2mJkNe4|ydI9vQWCrGs|g81iPh0nEuw|U1XnoOBvE2I,"Manu Ginobili's Game 5 Heroics | May 9, 2017|Manu Ginobili's Game-Winning Block in Game 5 | May 9, 2017|39 Yr-Old Manu Ginobili Game 5 Highlights vs Rockets 2017 Playoffs - 12 Pts, 7 Reb, 5 Ast, EPIC!|40 Years Old Manu Ginobili Vintage Dunk|Manu Ginobili game winning block on James Harden CHOKES AGAIN (game 6 spurs rockets)|Manu Ginobili's Game Winning Block On James Harden | NBA Western Conference Semifinals | May 9, 2017|Best of Manu Ginobili in Game 5s This Postseason | May 9, 2017|Manu Ginobili Full Highlights 2017 WCSF Game 5 vs Rockets - 12 Pts, 7 Rebs, 5 Ast, CLUTCH!|Manu Ginobili BLOCKS James Harden to WIN Game 5 in Overtime!!! | Rockets vs Spurs | NBA Playoffs|NBA The Jump Full Show 5/10/2017 - Harden & Kawhi, Kobe Bryant help Isaiah Thomas?|Manu Ginobili ""L'INFINITA CARRIERA!"" G5 vs Rockets (Live|Manu Ginobili blocks James Harden to win the game. 9/5/2017|Manu Ginobili Gets To The Rim - May 9 2017 Spurs vs Rockets West Semifinals Game 5 NBA Playoffs",157926|119969|98970|91427|65149|47669|46965|38903|15776|14727|13670|12498|10362,13,20170510-James Harden,,Ginobili makes game-saving block on Harden,bk,sas|hou,6
U5PcOHWCX5M,552008,20170402,"Stephen Curry Full Highlights 2017.04.02 vs Wizards - UNREAL 42 Pts, 8 Assists, 9 Threes!",Stephen Curry,2017,1072124,8q2hcCE7raU|xl0ujbci0Ik|aqdeMIMZ0V0|lDz9_O79CMs|pV0QKpc54vA|_Vgq8Z9W-pk|IZ2P93fw-MI,"Steph Curry Wizardry With the Ball! l April 2, 2017|Stephen Curry Puts Marcin Gortat In A Blender | Warriors vs Wizards | April 2, 2017|Golden State Warriors at Washington Wizards - April 2, 2017|Stephen Curry With A Crazy Reverse Layup | Warriors vs Wizards | April 2, 2017|Stephen Curry Postgame Court Interview | Warriors vs Wizards | April 2, 2017|Steph Curry Has Marcin Gortat Spinning | Wizards vs  Warriors | April 2, 2017 | 2016-17 NBA Season|Steph Curry Fakes Out Marcin Gortat and Hits Three | Wizards vs Warriors | April 2, 2017",236003|131900|82264|33163|15463|11206|10117,7,20170402-Stephen Curry,,Curry with 9 threes vs. the Wizards,,gsw|was,45
1SmSVTSgvc4,504102,20170205,Paul Pierce Emotional Return and Tribute in Boston | 02.05.17,Paul Pierce,2017,957285,WXh88gMM6fU|r5WdESgfQas|uKmaJK-rjhE,"Paul Pierce Returns to The Game and Hits a Farewell Three Pointer in Boston | 02.05.2017|Paul Pierce's Emotional Night In Boston | 02.05.17|Los Angeles Clippers at Boston Celtics - February 5, 2017",377252|49103|26828,3,20170205-Paul Pierce,,Paul Pierce farewell in Boston,,bos,
2k9SXZh06NM,358830,20170201,"Stephen Curry Full Highlights 2017.02.01 vs Hornets - UNREAL 39 Pts, 11 3's in 3 Quarters!",Stephen Curry,2017,913833,DwSAB2N1zQ8|m1O3Y4PLYqg|6jiGnynlKyE|lUSU1l1f7II|SbJ1A0LHoUg,"Stephen Curry ON FIRE with 11 3-Pointers!!! | 02.01.2017|Steph Destroys his dads team|Charlotte Hornets at Golden State Warriors - February 1, 2017|Stephen Curry Crosses Over and Drops Defender | 02.01.17|ANKLE BREAKER OF THE YEAR!! Stephen Curry 11 3-Pointers Hornets vs Warriors REACTION",230096|181534|72656|51986|18731,5,20170201-Stephen Curry,,Curry with 11 3s vs. the Hornets,,gsw|cha,40
ntF-XNFDpRA,432424,20161220,Deep 3 from LeBron Puts Cavs Ahead for Good | 12.20.16,LeBron James,2017,870393,4Ix-xMQjU9A|nO5AvbqobNo|2gNClj7BbAU|QQijLF8YRCg|hVXMsUPImYs|Xh3932KItyA|EQGqdSeAgg4,"Malcolm Brogdon STRONG Reverse Dunk on LeBron | 12.20.16|LeBron OUT OF NOWHERE With The Chasedown Block | 12.20.16|Cleveland Cavaliers at Milwaukee Bucks - December 20, 2016|LeBron Passes Moses for 8th All-Time on Scoring List | 12.20.16|Rookie Dunks on Kyrie and LeBron | 12/20/16|Lebron James Slams Home The Nice Pass From Kyrie | 12.20.16|LeBron DEEP game winning three in Milwaukee (kyrie irving clutch shots christmas winner 2016 2017)",204760|70588|53552|42702|28788|22831|14748,7,20161220-LeBron James,,LeBron hits deep clutch 3,,cle|gsw,
5pqfvWthszA,591953,20161214,Larry Nance Jr Puts Lopez on a Poster | 12.14.16,"Larry Nance, Jr.,Brook Lopez",2017,823052,OqA42Z2IKh0|jdObVgduFu0,"Larry Nance Jr Amazing Dunk | Lakers vs Nets | Dec 14, 2016 | 2016-17 NBA Season|December 14, 2016 - Lakers vs. Nets - Larry Nance Jr. Posterizes Brook Lopez",218464|12635,2,"20161214-Larry Nance, Jr.",,Larry Nance Jr. posterizes Brook Lopez,dk,bkn|lal,
qA2e7Pbjhcs,578057,20161123,Kevin Love RIDICULOUS 34 Point Quarter l 11.23.16,Kevin Love,2017,816251,2RkFMYdMQs4|jdPNTTKF68A,"Kevin Love ON FIRE 34 Points in 1st Quarter | 11.23.16|Portland Trail Blazers at Cleveland Cavaliers- November 23, 2016",176939|61255,2,20161123-Kevin Love,,Kevin Love scores 34 in a quarter,,cle,
eNSGp-o_oy8,405085,20170318,Stephen Curry Deep 3s! Kevin Durant Making Progress! Bucks vs Warriors,"Kevin Durant,Stephen Curry",2017,788983,2JYbs05MlJU|Xy66ID2zjo0|nG-JDN4oGf0|QyZJ3HMTo6w,"Stephen Curry Full Highlights 2017.03.18 vs Bucks - 28 Pts, 6-8 3PM in 3 Quarters!|Stephen Curry Nails the DEEP 3 vs the Bucks | March 18, 2017|Milwaukee Bucks at Golden State Warriors - March 18, 2017|Steph Curry Drops 28 points, 4 assists vs. Bucks l March 18, 2017",188206|74536|68100|53056,4,20170318-Kevin Durant,,Curry's deep 3s vs. the Bucks,,gsw|mil,
paJ85RCJDh4,303689,20170329,"Russell Westbrook UNREAL Triple-Double 2017.03.29 at Magic - 57 Pts, 13 Rebs, 11 AST, CLUTCH!",Russell Westbrook,2017,768805,TqRjnTInvWY|4jsjZtf02bk|7icLHamIXQI|O3HB_ThN2kA|W-dRurd4hCE|iktEZfl8Xr0|1KG_RIB9XEo,"Russell Westbrook 57 POINT TRIPLE DOUBLE In Orlando! | March 29, 2017|Russell Westbrook Forces OT with CLUTCH 3-Pointer! l March 29, 2017|Shaq & 3D Pick Russell Westbrook For MVP | March 29, 2017|Russell Westbrook Post-Game Interview | March 29, 2017|Oklahoma City Thunder at Orlando Magic- March 29, 2017|Russell Westbrook UNREAL Triple-Double 2017.03.29 at Magic - 57 Pts, 13 Rebs, 11 AST, CLUTCH 1080p!|Russell Westbrook Clutch 3 For Overtime!  | Thunder vs Magic | March 29, 2017 | 2016-17 NBA Season",172386|146530|41270|30736|28376|24695|21123,7,20170329-Russell Westbrook,,"Westbrook with 57 points, 13 rebounds, 11 assists",,okc,
8AAWPSfts-w,695895,20170325,LeBron James Wears Glasses! Wizards Score 71 Points 1st Half!,LeBron James,2017,695895,,,,0,20170325-LeBron James,,Wizards score 71 in the first half,,was,
tk3iNeMOInQ,693343,20170303,Kyle Korver Returns To Atlanta and Helps Make History! | 03.03.17,Kyle Korver,2017,693343,,,,0,20170303-Kyle Korver,,Kyle Korver's return to Atlanta,,atl|cle,
Q2uYTSiXJEQ,458538,20161027,"Kawhi Leonard Strips Ben McLemore back to back, gets him benched || UNCUT ||  (10/27/2016)","Kawhi Leonard,Ben McLemore",2017,563959,4vwNcbLG02g,Kawhi Leonard Steals the ball twice from McLemore,105421,1,20161027-Kawhi Leonard,,Kawhi with back-to-back steals on Ben McLemore,,sas,
DPs_z_HaA64,257046,20170512,John Wall Hits Game-Winning Three-Pointer VS Celtics,John Wall,2017,560959,haHK4j7rckk|gdwaLtKmo60|I9696nV76yk|fvfPEFcH7A0|bMhoUEjPYSQ,"John Wall Drains the CLUTCH Go Ahead Three Pointer in Washington! | May 12, 2017|John Wall game winning 3 game 7 celtics vs wizards 5.12.17 winner|John Wall Puts Up 26 (23 in 2nd Half) and Game-Winner to Force Game 7|Backcourt Battle (Isaiah, Avery vs. Wall, Beal) in Game 6 | May 12, 2017|John Wall Game Winning Shot Against Boston Celtics - Game 6 - May 12, 2017",150748|64505|54686|21763|12211,5,20170512-John Wall,,John Wall hits game-winner vs. the Celtics,gw,was|bos,
ogece9BHaS8,211438,20170104,Giannis Antetokounmpo Wins It For Bucks | Tissot Buzzer Beater | 01.04.17,Giannis Antetokounmpo,2017,542429,9ja8r2SStJs|sezii_uhBGY|30-T3uAX_fE|WuLwm9-7RKw|751kbH1uNCc|5Tcz1r_nUnI,"Giannis Dunks From Just Inside Free Throw Line! | 01.04.17|Giannis Antetokounmpo vs Carmelo Anthony Full Duel 2017.01.04 - Melo With 30 Pts, Freak With 27 Pts!|Giannis Puts Up 27 and 13, Hits Game Winner | 01.04.17|Phantom: Giannis Hits Buzzer Beater on Knicks | 01.04.17|Milwaukee Bucks at New York Knicks - January 4, 2017|All Angles of Giannis' Game Winner in The Garden | 01.04.17",96703|76133|50478|43573|35517|28587,6,20170104-Giannis Antetokounmpo,,Giannis Antetokounmpo hits game-winner,gw,mil,
5CbGypiZ_P4,253033,20170223,"DeMarcus Cousins Pelicans DEBUT 2017.02.23 vs Rockets - 27 Pts, 14 Rebs, 5 Ast, 5 Stls, 4 Blks!",DeMarcus Cousins,2017,537696,Q3lJVIlsEtE|0SEbsY5ZkZ4|ySMlXKXAS7A|VGSYzS3WAB0,"DeMarcus Cousins' First Basket as a Pelican! | 02.23.17|DeMarcus Cousins Scores 27 Points in His Pelicans Debut! | 02.23.17|DeMarcus Cousins Full Highlights vs Rockets (2017.02.23) - 27 Pts, 14 Reb, Pelicans Debut!|DeMarcus Cousins Pelicans DEBUT 2017.02.23 - 27 Pts, 14 Rebs, 5 Ast, 5 Stls, 4 Blks in 1080p!",123037|92262|57190|12174,4,20170223-DeMarcus Cousins,,DeMarcus Cousins debut for the Pelicans,,nop,
ZRrbs0eAaSI,162601,20170305,"Stephen Curry Full Highlights 2017.03.05 at Knicks - 31 Pts, 8 Rebs, 6 Assists, 2 Stls!",Stephen Curry,2017,530220,5S1A29cGFrY|1oWsym7c5MQ|BYOtBUCA70k|l7oUL2QcOeQ,"Stephen Curry vs Derrick Rose PG Duel 2017.03.05 - Rose With 28 Pts, Steph With 31 Pts, 6 Ast!|Steve Kerr with Words of Encouragement for Stephen Curry | 03.05.17|Stephen Curry hits Five Three Pointers to Move into 10th All Time in Three Pointers Made | 03.05.17|Golden State Warriors at New York Knicks- March 5, 2017",142952|128007|48874|47786,4,20170305-Stephen Curry,,Curry with 31 points vs. the Knicks,,gsw|nyk,
kfNyjbkaYqI,324757,20170206,LeBron James hits incredible 3 and no one can believe it! (Cavs vs Wizards),LeBron James,2017,521944,f8ks_e1SngI|8P4AtCNVwX8|P0imUGVI0gQ|8ZOlQAV0mio|RVaTmFFKQR4|Zbh4zZdIW4g|hiAqkJ7NPqE,"LEBRON JAMES IMPOSSIBLE GAME TYING BUZZER BEATER fade away winning shot vs wizards|Bradley Beal's girl gets hot over Lebron buzzer beater shot vs wizards (kobe jordan fadeaway)|LeBron James CHOKES & FORCES OT! Cleveland Cavaliers vs Washington Wizards Feb 6, 2017 REACTION!|LeBron James Throws It Down Over the Wizards | 02.06.17|Nightly Notable 2017.02.06: LeBron James 32 Pts, 17 Ast, CLUTCH at Wizards in 1080p! TNT Feed|LeBron travels and misses  game winner, hits 3 to redeem himself|Quarter 2 One Box Video :Wizards Vs. Cavaliers, 2/6/2017 12:00:00 AM",65601|32383|29215|25809|20456|13106|10617,7,20170206-LeBron James,,LeBron hits incredible 3,,cle,
jtuCH9iLGmk,272535,20170301,"Kyrie Irving vs Isaiah Thomas NASTY PG Duel 2017.03.01 - Kyrie With 28 Pts, CLUTCH IT With 31 Pts!","Kyrie Irving,Isaiah Thomas",2017,516451,RiqaEZC1VrY|dG3xkVnROK8|YsoYJlh_Z6o|l7PuthQudA0,"Isaiah Thomas Blocks Tristan Thompson | Cavaliers vs Celtics | March 1, 2017|Cleveland Cavaliers at Boston Celtics - March 1, 2017|Isaiah Thomas HUGE 3-POINTER, Leads Celtics to Victory over Cavs | 03.01.17|Kyrie Irving SICK Reverse Lay-Up vs. the Celtics | 03.01.17",77739|72188|53969|40020,4,20170301-Kyrie Irving,,Kyrie Irving vs. Isaiah Thomas,,bos|cle,
oDAdDqfFQMg,176248,20170116,"Stephen Curry Full Highlights 2017.01.16 vs Cavs - 20 Pts, 11 Assists in 3 Quarters!",Stephen Curry,2017,514898,A593qEOSLSI|nAGKUtIS_EU|qdrqP89txMA|2wq-J5foQFA,"Stephen Curry vs LeBron James SUPERSTARS Duel 2017.01.16 - LBJ With 20 Pts, Steph With 20, 11 Ast!|Steph Curry Beats The Halftime Buzzer on MLK Day | 01.16.17|Stephen Curry 20 Points, 11 Assists vs Cavaliers | 01.16.17|[勇士vs騎士] 全場精華— 16/1 (2016- 2017)",141026|100323|74078|23223,4,20170116-Stephen Curry,,"Curry scores 20 points, 11 assists in three quarters",,gsw,
vrjcKUMubOw,390889,20161122,Nick Young Game-Winning 3-Pointer Against the Thunder | 11.22.16,Nick Young,2017,497193,E-zR8KiJRg8|d8niTvnsKUI|wIlaHijW5TI,"Oklahoma City Thunder at Los Angeles Lakers - November 22, 2016|Nick Young - ICE IN MY VEINS Postgame Interview vs Thunder (Nov 22, 2016)|Nick Young Game Winner vs OKC Thunder - Nov 22, 2016",73080|17497|15727,3,20161122-Nick Young,,Nick Young hits game-winner,gw,lal|okc,
71_MZMVS3FQ,485148,20170210,Nikola Jokic Career High 40 Points Full Highlights (2/10/2017),Nikola Jokić,2017,485148,,,,0,20170210-Nikola Jokić,,Nikola Jokic scores career-high 40 points,,den,
YBmizSEkJt4,483393,20161026,"Anthony Davis MAKES HISTORY In Season Opener | 10.26.2016  (50p, 16r, 5a, 7s, 4b)",Anthony Davis,2017,483393,,,,0,20161026-Anthony Davis,,Anthony Davis has huge game in opener,,nop,
yDi07l5s63c,460742,20170121,Devin Booker Game Winner! Tucker Taunts Carmelo! Suns vs Knicks 1-21-2017,"Carmelo Anthony,P. J. Tucker,Devin Booker",2017,460742,,,,0,20170121-Carmelo Anthony,,Devin Booker's game-winner,gw,pho,
-hMRFVyXoe0,132614,20170327,"Russell Westbrook Hits Game-Winning Shot in Comeback vs. Mavericks! | March 27, 2017",Russell Westbrook,2017,460113,fx-JaKu-JcU|rHN0Nh2Jrow|Z_anh00Cs8s|ap0qYu4L-yg|sCvOBIDqTU8,"Russell Westbrook NASTY Triple-Double 2017.03.27 at Mavs - 37 Pts, 13 Rebs, 10 AST, CLUTCH!|Should Harden And Westbrook Be Co-MVPs? | First Take | March 27, 2017|Russell Westbrook's 37/13/10 Leads Comeback Against the Mavs! | March 27, 2017|Oklahoma City Thunder at Dallas Mavericks - March 27, 2017|Russell Westbrook GAME-WINNER | Thunder vs Mavericks | March 27, 2017 | 2016-17 NBA Season",95267|86554|81629|37491|26558,5,20170327-Russell Westbrook,,Westbrook hits game-winning shot,gw,okc,
CMbaPukWbao,258353,20170211,The Greek Freak just pulled off a Jordan Dunk in a game | Bucks vs Pacers | 2/11/17,Giannis Antetokounmpo,2017,453040,0iVATVSuhCo,"Giannis Antetokounmpo Almost a Free Throw Line Dunk! | Pacers vs Bucks | Feb 11, 2017",194687,1,20170211-Giannis Antetokounmpo,,Giannis's free throw line dunk,dk,mil,
5rnCCLRMK-8,284384,20170316,"Russell Westbrook BETWEEN THE LEGS Cross Court Pass in Toronto! | March 16, 2017","Russell Westbrook,Victor Oladipo",2017,452537,GLcGAnBQBfw|VUuniQxLSnI|xxLoqlWcLbM|neW06BOjlRQ,"Russell Westbrook Triple-Double 2017.03.16 at Raptors - 24 Pts, 16 AST, 10 Rebs in 3 Quarters!|Russell Westbrook 34th Triple Double of The Season in Toronto! March 16, 2017|Oklahoma City Thunder at Toronto Raptors - March 16, 2017|Russell Westbrook Throws Pass Of The Season! | 3/16/17",76867|57960|20420|12906,4,20170316-Russell Westbrook,,Westbrook's cross-court pass,,okc,
0vLjiG11fCc,159064,20170404,"Stephen Curry's Amazing Pass | Timberwolves vs Warriors | April 4, 2017 | 2016-17 NBA Season",Stephen Curry,2017,448085,lqkpcoUANMI|W0M7TJh12mA|mzy2DQBHtnQ|EvjjQ98WQmo|Yjriec2OsWc,"Stephen Curry Hustle, Flashy Behind-the-Back Pass Leads to Score | April 4, 2017|Minnesota Timberwolves at Golden State Warriors - April 4, 2017|Stephen Curry Crazy Behind The Back Dime To Iguodala | Warriors vs Wolves | April 4, 2017|Steph Curry No-Look Pass To Andre Iguodala | Timberwolves vs Warriors | April 4, 2017|Stephen Curry CRAZY Behind The Back Pass To Andre Iguodala - April 4, 2017",93778|70786|65837|41803|16817,5,20170404-Stephen Curry,,Curry's amazing pass,,gsw,
wrOwoKETpKo,386754,20170421,"LeBron James EPIC Game 3 Triple-Double Highlights vs Pacers 2017 Playoffs - 41 Pts, 12 Ast, 13 Reb!",LeBron James,2017,440456,2OJl80m41MI|PPJB1lRfBXk,Rich Eisen Has Some Intriguing Thoughts on Lebron James - 4/21/17|NBA The Jump Full Show 4/21/2017 - Desus & Mero join about LeBron James & Cavaliers?,40762|12940,2,20170421-LeBron James,,LeBron James notches a triple-double in the playoffs,,cle|ind,
