external_video_id,estimated_view_count,date,duration,categories,decade
neWnVsGZ7KE,12872,20170114,64,pass,2010
KWnlPvK2Zqs,12872,20161008,25,,2010
1h-ChZNWbpw,12871,20131108,115,,2010
CHdeOB5s1WY,12870,20160327,67,,2010
iA5iyvg4sCg,12869,19960614,472,,1990
LBkjddat9t0,12866,20160412,79,,2010
1kl_sk6pNfM,12866,20100728,169,fight,2010
G_OyiCxanoE,12865,20170204,139,,2010
6v2faK19irI,12863,20170303,1141,,2010
xOYR7FVk5IY,12861,20151216,83,pass,2010
1HcXwBj2-94,12859,20140301,1407,,2010
iqX2NMMFbpo,12859,20120401,30,dunk,2010
XqM1V6AfeAA,12859,20130505,216,fight,2010
3mB7spqBV74,12859,20130126,276,shot,2010
LeTT5EfBPdg,12857,20151017,41,pass|dunk|shot,2010
5lP1NhJ1qxE,12856,19870304,61,dunk,1980
xCl8nY188k8,12852,20170111,215,,2010
HF6EZQuw2C4,12851,20090401,31,shot,2000
JApiY-GvbT8,12849,20130318,28,block,2010
oxSWYdm3tp0,12847,20150213,184,pass,2010
EfqipF_g0Jc,12847,20150202,151,,2010
aTAoCAvgoCY,12846,20150317,17,dunk,2010
lBejMdCfiZg,12842,20150128,107,,2010
mdrTEwzxT4Q,12842,20161202,20,shot,2010
ALpdLY6taNk,12841,19980224,360,,1990
IsA3nWPH7kk,12841,20170307,1103,injury,2010
cj9wdiPOrHs,12840,19941229,506,pass|block|shot,1990
aTmyYnTO260,12840,20161220,209,,2010
2ypZ3yNvFls,12839,20161226,69,,2010
7_F0NixfzJw,12836,20170213,1106,,2010
cilAuVw8SmA,12835,20141227,33,dunk,2010
apdQ0TM65j4,12833,20150320,10,block,2010
PlLQWs1a59Y,12833,20120325,27,dunk,2010
zgOBWK1F14w,12833,20100113,19,move,2010
B3kV2JsUQAk,12833,19960414,68,fight,1990
5R_otMdAfAQ,12827,20160210,12714,block,2010
EhZglDzhlyw,12825,20110523,34,,2010
NrhundIf4AQ,12824,20161213,958,shot,2010
_09Hr5ZbjiQ,12823,20040606,403,pass|block,2000
0OEy3x6B03c,12822,20170210,NaN,,2010
Mt_7rs4jAXw,12820,20161225,237,,2010
fn1t-1U0RTQ,12819,20160413,48,,2010
9a8POKfO2vA,12817,20130401,141,,2010
cjHC_h0bwMg,12817,20090311,21,shot,2000
gyl3r4rw5oo,12815,20161207,123,,2010
Bam4357n4rY,12809,19991115,878,injury,1990
peuDwKovZV4,12808,20161122,100,pass,2010
pmc14Vi8mik,12808,20110323,15,dunk,2010
gt3hXgmrxiE,12808,20160528,372,,2010
ncr2Bmu_kUs,12805,20170118,256,,2010
FIuH95GCF50,12803,20070514,20,,2000
FcWyceqEiO0,12801,20150103,125,,2010
ccmq8xDEMJM,12800,20161130,70,,2010
ow1zpZrBm1o,12800,20161109,116,move,2010
ixS2BweeE7g,12796,20170104,70,pass,2010
ZTIlxF0udfU,12796,20170310,87,,2010
vQqzBsaTmeo,12793,20110216,20,dunk,2010
a1LstfzH0RM,12792,20160701,447,,2010
oiwQff2c8Qo,12791,20160102,919,move,2010
2ahTwey-Qlc,12790,20070505,97,,2000
F_O_hGA2Uxg,12787,19800912,641,dunk|block,1980
FQGOWXubN8A,12787,20121121,34,,2010
NEaGaS46UdA,12787,20151214,78,pass,2010
7phLG0jrLA8,12787,20011207,974,shot,2000
eWkgmU9oSkw,12786,20091216,128,shot,2000
VA67CzGeD78,12785,20091228,NaN,,2000
zITSuKiWSL8,12784,20011213,439,dunk,2000
9ezoTNZlfp4,12783,20150310,73,,2010
arza-Z-kpGo,12782,20131025,255,,2010
zmuAZtLl30U,12779,20160102,88,,2010
JiTZ1GXw0iI,12778,20160528,9,,2010
9vnL0CkKlY8,12777,20120104,523,,2010
cc-SZHBQZmI,12775,20110723,32,,2010
_zFODhRdJKU,12774,20150328,NaN,shot,2010
JFnTcgSjhMA,12773,20150303,122,shot,2010
HZfJtQL3a7Y,12769,20121116,14,,2010
4athUm5okPQ,12769,20160504,11,shot,2010
B20I5neJRCw,12768,20161208,71,,2010
rw_HLnoWP7k,12767,20100421,203,,2010
cNJoGRotedU,12767,20130424,32,dunk|shot,2010
7mLzl8Ed2eI,12766,20110519,177,shot|fight|injury,2010
IdTVe59GYwQ,12766,19940814,265,,1990
iXD9ZP6qs5Q,12764,20160131,83,,2010
Kp1q1qh2g4g,12763,20150307,135,,2010
VuI9HLuE6mQ,12763,20170208,46,pass|fight,2010
lQlk5zf3WdA,12759,20150117,134,,2010
K1W0DI-qQ1c,12756,20161115,406,,2010
QIW2tdfQGHY,12754,20160130,72,pass,2010
nz8wgZ2oNuQ,12754,20151127,90,,2010
eMEGsJjtxtY,12754,20170105,469,,2010
PglNeSqKwok,12753,20170227,NaN,,2010
G2UHNx_EeTU,12750,20140502,7,shot,2010
qeYbleLxKPQ,12746,20160319,155,,2010
llZZcvKK5Rs,12745,20090410,178,,2000
9a56Lcrv6ak,12744,20040315,476,,2000
h5dVrlB49t4,12742,20160310,41,,2010
PKYqX9mD9Lk,12739,20071204,13,dunk|pass,2000
1GDqvvXfxqY,12736,20161025,628,,2010
LoiSB6be7JQ,12733,20161028,NaN,,2010
j_BZsmvmTj0,12732,20170308,149,pass,2010
OMyYVTg6a04,12728,20110406,52,,2010
Jc7PCjwVhi8,12728,20141105,105,shot|fight,2010
yIQ0ExI2N7Q,12728,20080111,140,shot|pass|fight|injury,2000
1BBxuTjXcAo,12727,20100108,24,fight,2010
5wwSae5gTG8,12725,20120719,12,dunk|pass,2010
0WUiIbKviS8,12723,20110117,172,,2010
F6cvBayMgnI,12722,20130522,130,,2010
m-pCuNFKunk,12722,20141223,442,pass,2010
MJpnRdlE6VQ,12722,20150306,162,,2010
UHjPaDBff5U,12721,20130303,23,fight|shot|injury,2010
TK4QXjXGguI,12721,20161129,74,pass,2010
86_Wu6_iVb8,12710,20100504,184,,2010
D8-nwX36yCI,12708,20120609,267,,2010
sllHPZMAJdU,12708,20161221,37,pass,2010
kLMSfpnmCYc,12708,20161213,35,pass|dunk,2010
1g6lEuEozaM,12707,20141203,55,dunk|shot,2010
zUIQOnvk12A,12705,20121112,39,shot|pass,2010
XzYDxxCvPfQ,12704,20151108,580,,2010
DEi1CPHOBBA,12703,20120412,55,,2010
KC96Hv9EWyA,12702,20121029,171,,2010
Un8D_Ba8j4Q,12702,20150110,148,,2010
Y6mL70LRffs,12702,20120701,439,shot,2010
32qCGeb_Bk4,12700,20170218,201,,2010
lhoN15tkX_M,12698,20101103,49,fight|dunk,2010
Hs0hGErxoz0,12694,20160214,493,,2010
1-0MBfD3iJE,12694,20131211,9073,,2010
zZmR1Oecjgk,12692,20170313,12891,,2010
50Jz4Jpisvk,12692,19970115,418,fight,1990
ZCTiLKofZCg,12691,20170109,69,pass,2010
5JRgSPlvi3g,12690,20120412,53,shot,2010
Dn5XJHJb4lg,12688,20170122,79,,2010
IftRbhR1l68,12687,20141006,30,dunk,2010
k5Acu9QIxwo,12686,20120111,38,dunk|move|shot,2010
eBzBkyd8cYY,12683,20170217,30,pass,2010
JZRl4eJ4zDY,12682,20140120,91,shot,2010
rhXMWQ3tFuc,12681,20140411,112,,2010
6z8FOY_LJAs,12681,20160227,72,,2010
XbtYb9VzzAc,12680,20130212,196,shot|dunk|pass|block,2010
O5bHisctQ2M,12678,20120308,63,shot,2010
5mUXpygW4jQ,12678,20150322,18,dunk,2010
1sXBH33wHuo,12678,20160201,1272,,2010
pjiGB_ifIHg,12677,20150116,73,shot,2010
ePR9fNC4Jbg,12674,20141228,114,,2010
WebszdRaUD0,12674,20160222,12697,block,2010
5Sy6nvJPlb8,12672,20161115,9064,,2010
ffdfY89TsPs,12672,20071030,6,,2000
lXaand-T6eg,12671,19960402,71,,1990
pFYs_uNvCCU,12671,20131022,33,dunk,2010
LAascgVX0Gw,12671,20161201,30,,2010
mRVQEvU4lAY,12669,20150311,120,,2010
mqPipMwlG5I,12669,20151129,79,,2010
wwNjigZKvy4,12664,20150309,118,,2010
WsAb8GH-MBM,12662,20160712,58,pass,2010
A6ANknHL7sU,12658,20160309,151,block,2010
NTfA_2vOw9g,12657,20170302,252,,2010
eqPUk1p9IZk,12655,20150222,134,,2010
VTQ_xVosDnE,12654,20170305,74,pass,2010
Tn_zmL0jnFg,12653,20120609,37,dunk|pass,2010
7tPg-15dBaU,12652,20170223,279,pass,2010
-4t3Twph4Mw,12651,20150225,36,shot,2010
JsHeH0VW7nI,12650,20091009,44,dunk|shot,2000
Tvyll_wocSo,12644,20161210,11,,2010
Mx-nU6HeT7A,12643,20160401,71,,2010
6hZgUQbkCp0,12643,20080411,410,shot|dunk|pass,2000
IiSZZbNbTb4,12642,20170106,33,pass|dunk,2010
y0qaTDRVXLs,12638,20120621,26,,2010
cL2vXFsUwCU,12635,19970309,588,,1990
J4wA3CbB4QY,12635,20070314,459,,2000
TEYBuLpzWXs,12634,20081125,18,block,2000
NPmEZbptQPM,12633,20131226,13,,2010
oXH2ekk3u6Q,12632,20160708,27,dunk,2010
PQAkJtdC7fA,12630,20120101,287,,2010
83IndC9ZQ_M,12629,20030228,209,,2000
TbxMwdCryTM,12629,20151110,94,shot,2010
RhVKGvANt2g,12628,20081007,99,,2000
3ashia9geQc,12627,20101012,12,dunk|pass,2010
V8C8kDcD4Sk,12627,20150116,519,,2010
_pQDOGfR2-0,12626,20130609,114,block,2010
ZA5SjagNd9g,12624,20170114,66,,2010
fwiEj6QIKWM,12623,20110426,212,,2010
piQKWC8jQJM,12622,20170309,479,,2010
dT72ZmFkE5g,12622,20160414,48,,2010
07JgZZFDl04,12622,20170117,65,,2010
G-X3pJOxBC4,12619,20160413,58,,2010
TKSK4BgsaDQ,12618,20101126,45,dunk,2010
5eU5KzMR7FQ,12615,20150220,139,,2010
wMtoxEA7OIE,12614,20161226,41,dunk|pass|move,2010
u5hxLOVkuNQ,12609,20130104,28,,2010
GgWgaGIerGg,12609,20151028,221,,2010
j-wYiN9_-7I,12607,20160303,71,,2010
zuY-YtshuWE,12605,20160515,577,,2010
YKRn3qfIkLc,12600,20140110,152,,2010
XblCffv77MI,12600,20140424,179,pass,2010
70ClcswCDU4,12598,20121128,156,,2010
z3PBxY7Ti8Q,12595,20161213,42,pass,2010
chJnoYMoKwI,12593,20140501,240,,2010
Aa0cEcWTsS4,12593,20160129,72,pass,2010
8Z4KchKP_5c,12590,20170120,411,,2010
ej-d3hMFyg8,12588,20170204,91,pass,2010
67BrKQ178EE,12583,20091217,149,pass|block|dunk|shot,2000
_Vp5217nnb0,12580,20151210,77,pass,2010
YMaQJi4RjDk,12578,20020310,639,,2000
vWsdVDSiUWQ,12577,20120605,158,,2010
qyAofXlSP0g,12576,20161226,32,pass|dunk,2010
V3wsSh7eXCc,12575,20170301,71,pass,2010
XGkhV8kkd6g,12575,20120114,140,,2010
NuKfJmhddpg,12574,20121107,226,,2010
RCMh_Ie_u1c,12574,20090430,210,,2000
0rJYSdbfWTw,12573,20020310,461,,2000
CStf9nGwqUw,12571,20160413,492,pass,2010
dHg4xD5pv-M,12571,20150220,112,,2010
y0-6a0CD-Wc,12569,20130219,161,,2010
VRx-C_5OcWU,12568,20161120,125,,2010
CeSW2leFMFU,12567,20161007,38,,2010
cv8Ug1X6mVs,12566,20150207,117,,2010
UvnE2uyaYJo,12566,20150110,133,,2010
hpNze8l-eT0,12566,20120428,77,,2010
tc--I7CxLmE,12563,19980208,4724,pass|dunk|block|fight,1990
ET8L-KE7zKE,12563,20160326,68,pass,2010
4Q9xSAOsfQc,12560,20150311,34,dunk|shot,2010
3yLQ7eoeYfc,12559,20170112,70,,2010
quPWJnLAOFg,12555,20130110,139,,2010
MNOEQZ9xZrU,12554,20110215,24,dunk,2010
nVc4jE3DxgM,12553,20150122,41,,2010
7Mz0CBouP2Y,12553,20020210,23,dunk,2000
CbUzCBB4a2Q,12551,20160208,75,,2010
HaDDgqHuD-I,12548,19851204,889,pass,1980
3zj2e2LJ42s,12548,20150210,1384,,2010
NUieU5bkqCY,12548,20130105,215,shot,2010
jZjC8AOmFvA,12545,20161116,9226,,2010
9_-D3ds6w-A,12545,20060122,376,,2000
LUlwuIV1wcQ,12545,20080422,136,shot|pass|dunk|move|block|fight,2000
xb_iWxUJMMc,12543,20150108,23,move|shot,2010
j9pFKNA-HNs,12541,20170129,152,,2010
egiO1MWfmLk,12541,20170309,24,,2010
cbOHJ_cd37U,12536,20091103,170,,2000
B35bkcatzRw,12534,20070124,138,pass,2000
DjDTJ3eF9d4,12534,20170106,83,pass,2010
rA7iH5-yW90,12532,20090406,174,,2000
jvBxqzQ_2Lc,12530,20170112,80,pass,2010
ZTac8bGpKcc,12529,20161019,31,dunk|block|shot,2010
drlIAZH7mYA,12528,20120307,34,dunk|block,2010
wWXIkzfWnNc,12528,20121109,27,dunk,2010
qXAH_muelIQ,12524,20041016,418,,2000
YwWbMgGjx-E,12522,20140317,25,block|shot,2010
QeU8v6WK4u0,12521,20161007,104,,2010
GtqP9AFzjCs,12520,20111228,78,shot,2010
0udaGWcTMSc,12520,20161031,11,,2010
_WmsWQa0BPU,12518,20151203,76,,2010
hl2XBDLs_60,12515,20160310,21,,2010
OI8mu3ji3SA,12513,20170110,71,pass,2010
jaDq1DxsHeE,12513,20150303,172,,2010
h5mMPFi3ncc,12512,20170301,72,,2010
6ErgJgnlr3k,12511,20140711,168,,2010
ygfh49tLqrA,12511,19990402,295,shot,1990
kKqAG7XuRqw,12510,20160328,14488,block,2010
bTa66Ihzv2U,12510,19960407,5345,,1990
ZClwy97n-os,12506,20161130,70,,2010
prEi_iQlMCs,12506,20150116,129,,2010
7_itaUexhUk,12506,20121210,35,injury,2010
WuufKgfXE7o,12505,20160305,77,,2010
vc794UwVRF8,12501,20121208,NaN,,2010
wq2KTO82xJw,12499,20151012,215,,2010
4RtA1Z1Pi_A,12499,20160306,379,,2010
wlD8hTkTY2k,12499,20130502,290,,2010
fiCAEz4DWqQ,12498,20160224,70,,2010
X0mikWmHyCk,12495,20160113,485,,2010
6Tj1AWfs9Yo,12494,20120204,13,dunk|pass,2010
fMpSXg9X_QU,12493,20131114,16,shot,2010
jsgcHcCfV_0,12492,20150510,75,shot,2010
_J9OifqCG80,12491,19890218,254,shot,1980
qGVBV0d0jzs,12490,20161229,NaN,,2010
zPUXMTk7J6s,12490,20161103,131,fight,2010
JIQ4_wLYuQM,12488,20120519,267,,2010
Spo7vcReesE,12485,20121123,132,pass,2010
GFNPQSrG09A,12485,20110129,17,,2010
jdObVgduFu0,12484,20161214,74,dunk,2010
uzhOlMZJVno,12484,20160203,73,shot,2010
dJ--AxZYdZY,12484,20160326,544,,2010
qyQJZhN1y_w,12483,20160610,10,shot,2010
Hws_1AbSrjE,12481,20121217,16,dunk,2010
McA1nxJSj8o,12480,20121225,28,,2010
kcAgURMsi9Y,12478,20091007,74,,2000
arFv1u2jigA,12477,20071030,24,dunk,2000
RndTIZDLvyI,12472,20121226,30,,2010
Wl_pir-p2sU,12472,20040418,299,shot,2000
N3yCLh1QdGg,12471,20000331,199,shot,2000
UPknpyha3rU,12471,20170121,196,,2010
NsPtXLFYQcw,12470,20130919,135,,2010
aQ29LzBNh7o,12466,20170106,159,,2010
49TUunTBo5A,12463,20140714,17,shot,2010
vFpsQwcFBCI,12460,20160610,50,shot,2010
7YiWWPBICI8,12457,19950217,344,,1990
OwtrL53brbs,12453,20160127,73,pass,2010
8ouhSZ_cArU,12449,20150102,156,,2010
uDehAX2X57Q,12448,20160528,117,shot,2010
D-4QGc7xjgM,12444,20161102,65,,2010
Tpb84l_wiVE,12444,20070211,85,,2000
oHkdCD-XvaQ,12440,20080502,133,shot|fight|pass|move,2000
814YDuzfK9U,12438,20150304,132,shot,2010
wQzsrYzvs84,12438,20170121,88,,2010
Xg3d8Sd7wMU,12433,20160129,66,,2010
b2RhwuUa09Y,12432,19910415,1131,pass,1990
TR6LIZcB360,12432,20140323,408,,2010
iF7PqhA2c4c,12431,20170115,36,pass|dunk,2010
pCPaG71BtoU,12431,20110524,14,,2010
ZKePon5sdxY,12431,19980402,658,pass,1990
Wa--1-mKc10,12430,20151103,161,shot,2010
bxiISt-aWoY,12428,20100617,291,shot|move,2010
Q4I3vzyhYt0,12427,20170113,63,,2010
6vyrcSHsGHE,12427,20161031,9179,block,2010
-E6q-AKs6gk,12424,20060418,9098,,2000
iznFFd8hTAU,12424,20160108,111,,2010
DQZWtlqM_ts,12424,20100517,41,dunk,2010
q1x7iFigOqI,12422,20161120,435,,2010
upDxJ1-dv5s,12421,20060602,117,shot,2000
wsasHrXt7sw,12421,20161229,41,pass|dunk,2010
ErKOApQ8GpI,12419,20120404,31,block,2010
K6w1TO5ULwI,12418,20170214,1141,injury,2010
Zbh4zZdIW4g,12416,20170206,37,shot,2010
V7Zz86s41tA,12415,20121213,72,move,2010
9Lti_sh0HGM,12414,19841230,639,,1980
HpKMgY9th7g,12411,20101021,23,dunk,2010
FZIOwuiiQrI,12410,20160727,NaN,,2010
YAQXkxV1Mh4,12407,20120307,29,block,2010
XD6A9sWdSFw,12407,20130320,205,,2010
Ke4s3v7hrrc,12407,20121109,78,shot,2010
EzNt4kwZdv8,12406,20160429,68,dunk,2010
Tm2yfm1PN5o,12402,20110201,235,,2010
IaqRq1nLRLs,12402,20170227,77,,2010
wyEnNwxahgY,12401,19891205,351,,1980
EoIYwRf9E0g,12400,20120128,1954,,2010
B2LRmVYVGjw,12396,20080911,14,block,2000
c0FzKT-2uSc,12396,20130213,9496,,2010
mzRUwnW_mFA,12388,20170308,71,pass,2010
igyDBxNmhG4,12387,20170115,137,pass,2010
iE6Q29pawD4,12387,20101128,174,block,2010
whq4gT-MpxM,12386,19880621,1475,,1980
-H67ajbqIuE,12386,20110302,16,dunk,2010
7lzr9XYu_qY,12386,20120328,60,dunk,2010
--mJPLqnJZQ,12386,20101231,18,dunk,2010
6-PBVU_QFrk,12382,20170228,9053,,2010
2yc4WQ3xx8Y,12375,20101019,27,dunk|block,2010
BOnt8cyZaqs,12374,20130227,52,shot,2010
B7n3gXGJuek,12374,20160202,64,,2010
A0_yUHwIV28,12373,20160528,NaN,,2010
HcR38GXQGpc,12372,20120107,96,dunk,2010
4HmehwJqJSU,12371,20090521,32,,2000
fDlYk7-DjhI,12368,20091204,27,,2000
X4KnSOemKbk,12364,20170223,338,,2010
u89iq2Xs2I8,12363,20161209,31,pass|dunk,2010
JCDWKooeNQo,12361,20100314,147,shot|pass|fight|block|injury,2010
Hb7JU32ZLlk,12361,20100402,152,shot|pass|fight|dunk|block|move,2010
AcAH3vv8D5U,12361,20121210,22,dunk|block,2010
A4-0OVH2kd0,12359,20150306,140,,2010
4Doz4lfCmnM,12358,19920308,564,,1990
z3JOZtepeEQ,12356,20121006,14,dunk,2010
aKLvGBSWa78,12353,20141028,92,shot,2010
Narm_i07_9w,12352,20110518,43,dunk|block,2010
ZH8ZAbuGm4c,12348,20141226,165,shot,2010
wWtnCdxho4I,12348,20090222,15,,2000
KIOPD66K57U,12345,20160129,13006,block,2010
fkhNjvONS0Q,12345,20090306,50,dunk,2000
z3rFIj6uMps,12341,20080228,249,,2000
cjvSNuoiZfQ,12340,20101215,37,dunk|shot,2010
Hhj97UOCGzc,12340,20090726,158,,2000
Wuh2ygFGfqA,12339,20160425,23,,2010
mUEN5KgKDaM,12336,20160301,911,,2010
kRgb-KsA8xU,12333,20160203,77,,2010
bwjxsPDjGNo,12331,20150205,150,,2010
rPkZWL15yDk,12331,20110129,27,dunk,2010
Nrvl3JI0Zfo,12328,20161216,68,shot|pass,2010
MmcMpzfG3gw,12327,20170102,138,pass|block|shot,2010
IgT3HTXjd78,12324,20120407,53,,2010
D_znKa-m_ok,12322,20110523,89,,2010
o4JulKicB0Q,12320,20080102,169,,2000
JmCVRFWixM8,12319,20170227,187,fight,2010
N29JOI240Eg,12318,20140502,89,shot,2010
17qh8oSKcmQ,12317,20160201,12574,block,2010
_DyBCxYwdSQ,12315,20170215,103,,2010
69-bu4_b5Gs,12315,20131223,27,dunk,2010
ZnLKKDcI_Hk,12311,20160225,71,,2010
LPymUey-KmM,12311,20110103,19,block|shot,2010
Qn5BW26C3vA,12308,20141024,301,pass|block,2010
V_z2cjGJyJ8,12305,20131202,9082,shot|pass,2010
tOfkVuLmjiE,12305,20150227,149,,2010
P9eD9Vrpn-o,12303,20120130,31,dunk|pass,2010
PHp7A72LWQc,12303,20161107,17,,2010
NRnntOgH3vE,12300,20170206,39,dunk,2010
rpoashf2qyM,12299,20160220,69,,2010
kC4DqDSYvGQ,12298,20160710,205,,2010
iHXo3IVYj1I,12295,20110421,33,,2010
nHFNPm0IwJU,12293,20161104,1267,fight,2010
aphCoqCU4cY,12291,20111219,68,dunk|pass,2010
JZStuU9PD_0,12289,20141031,102,shot,2010
IMb_iqJtPMQ,12288,20160308,70,,2010
L94mp0aHKZs,12287,20160306,309,,2010
6OorGi5dNyQ,12285,20080318,181,shot|pass|fight|dunk|block|injury,2000
sEIkqYOw0II,12282,20130208,248,,2010
i2FGwZqjnU0,12281,20161213,1238,shot,2010
AhvPuNX24cM,12281,19870226,6738,,1980
tnTqt2uuLCI,12281,20150114,113,,2010
8edAlgE40Mw,12280,20140709,9,dunk,2010
Mf1z64Sk4LE,12278,20130314,30,dunk,2010
D0cyixUtL8Y,12277,20120402,57,shot,2010
yxuxt5rCoHk,12277,20161213,32,pass|dunk,2010
lZh1gDWlSeI,12275,20170311,73,move,2010
45zKuiWTSLg,12274,20120530,308,,2010
p1TIknVDS3M,12273,20090218,184,shot|block,2000
QomUkx95loo,12272,20130601,150,,2010
uNs7fYr05BY,12271,20121107,108,pass,2010
GYoag4gy0c4,12271,20141207,137,,2010
5vuipwx1aFI,12268,20160406,77,,2010
8JZRJXoxrBg,12267,20120101,143,,2010
MlGVa2Fb_CE,12266,20121205,237,block|fight,2010
YKAC-ylpi30,12264,20160501,607,,2010
P7utwmWQLp0,12263,20160125,12617,block,2010
M2QlBrrxCZY,12261,20151222,83,,2010
6J3BP6jLXzE,12259,19980127,417,fight,1990
uCdLayi-J50,12259,20170203,12700,,2010
fSSVySFrUSU,12258,20160524,417,,2010
CQkSEVW0DO0,12256,20110207,849,,2010
Uw1r7fsNXpc,12254,20161125,36,pass,2010
jKKgcr63rjo,12253,20021126,131,shot|injury|pass|block|move,2000
6Dc62x1kFdk,12252,20120310,38,,2010
OGElfgbBcMY,12252,20120117,459,,2010
JWSIQCIS0v0,12251,20130127,77,fight,2010
Qlhz3wo4etY,12250,20170123,287,pass,2010
on5g_Ue3HiI,12248,20120319,29,dunk,2010
Wuisgl1LyPk,12248,20120125,195,,2010
0I25G54Ij7Q,12248,20161220,72,pass,2010
coRBp87Q6Uk,12245,20160109,82,,2010
bCWXg6xbDmg,12244,20170223,12569,,2010
dV1xXkWPiPQ,12244,20170108,39,pass|dunk,2010
AG_aYhn34F4,12241,20100527,28,dunk|move,2010
XH0WT6dU_js,12238,20141202,27,,2010
pkooT86CQu8,12237,20030120,523,pass,2000
ROq3EicjzWI,12237,20141231,27,fight,2010
vNkC1l3m83g,12236,20161226,381,,2010
WdhDbuOr4T8,12234,20110405,25,dunk,2010
YU2JQ7Kq4do,12232,20121205,74,shot,2010
miFpUl6reqQ,12230,20100127,21,dunk,2010
DU6rGtRjdEo,12229,20130205,28,move|shot,2010
_w18TsKEOq4,12228,20120430,24,block,2010
8phBEsLdJuk,12227,20090129,11,,2000
FVu41PubfZ4,12227,20090219,88,injury,2000
MO4XDF8pTDU,12227,20150302,162,fight,2010
qmgfBjPEFzU,12225,20120506,63,shot,2010
VXp5zKlS3lg,12224,20140311,55,dunk|block,2010
zqJLI4uzY6I,12223,20091129,60,,2000
Rm9zG_ifvHY,12221,20160501,303,,2010
VyWjGlul0KU,12220,20121212,36,,2010
D8gSG5xemPw,12217,20161125,68,shot,2010
paVVhpaSt9c,12216,20120509,65,,2010
ae-5q8MaSSU,12215,20100104,14,dunk,2010
4pn4q27Ix14,12215,20151216,57,shot,2010
GJUj_VHL27g,12215,20090303,16,block,2000
X3WcHZjHc5I,12213,20091204,240,shot,2000
6_SaMcmgb9s,12212,20130506,82,,2010
mgFHEjJySf0,12211,19960324,750,,1990
vTDjFUKcpVg,12208,20160308,533,,2010
WaS4hqzDOHk,12205,20170304,68,pass,2010
C3UQRduFQ5w,12205,20150617,165,pass,2010
JjLrQuE_DOw,12205,20020117,405,pass|block,2000
zOT5hyVIeGQ,12204,19910508,463,move|shot|injury,1990
D7vC9p5NOJU,12204,20110121,346,,2010
0WfBqPuW04Y,12201,20101128,13,dunk,2010
RvoJ2eulIY0,12200,20121201,211,,2010
_i9mAPi9_OI,12199,20160207,938,shot,2010
BfKyXSmOWcg,12199,20090202,165,,2000
Y4_faqVomeY,12198,20170301,NaN,,2010
PPw5a93bc30,12198,20120105,78,,2010
mAuvM8z36s4,12196,20121008,332,shot,2010
BOpG8BXgzTk,12194,20140201,17,pass,2010
6QVl_fqwdcc,12194,20130310,73,dunk,2010
4kKNswH209w,12194,20151219,80,,2010
-AEOJD4W1Tw,12193,20140512,574,,2010
91WjTDjujuA,12192,20160327,76,,2010
f5P4pVbo7hw,12190,19911207,398,,1990
8dR52W9SzPk,12189,20151011,30,shot,2010
aDIwjzOjMB4,12189,20161219,31,pass|block,2010
X-cFivZ_ue4,12187,20081128,46,,2000
oF_8Bk1t_Sk,12184,20151007,35,dunk,2010
wpek2XVA9Bo,12182,20161226,34,pass|dunk,2010
zsws63GijD0,12180,20161227,71,,2010
KCKqPTvRcxo,12180,20150321,106,,2010
umSph9-slEk,12179,20101019,18,move|shot|dunk|pass|injury|block|fight,2010
GuLyX6mRpOI,12178,20090417,184,,2000
mrYc1EJpF1o,12178,20160202,50,shot,2010
HtOMETbpv00,12177,20031207,700,shot|pass,2000
dAqKRi4kF9w,12177,20170120,12721,,2010
0e17a5giHOA,12176,20151229,1406,,2010
Y2uOICKnXXo,12175,20121216,166,,2010
57Iw347e_kM,12174,20160426,56,fight,2010
NyLuIaIHXcQ,12173,20110411,68,shot|move,2010
W6Kj9VzsLBU,12173,20121102,26,move,2010
kPyP1cSJjyg,12171,20141118,29,shot,2010
vdvNqd983DE,12170,20170104,71,,2010
00NvTkmCc2I,12170,20091106,21,dunk,2000
-ZY5VLeaCe4,12165,20090506,19,shot,2000
QO6WqDVyBMU,12162,20141230,37,dunk,2010
E_buA78ZInI,12159,20040211,50,,2000
CV2A_BWHkJU,12158,20170312,19,,2010
VJjIMEbDA1Q,12156,20150318,38,dunk,2010
FzIWzKgi1YU,12155,20170216,NaN,,2010
enhLMDB0z-k,12152,20161207,68,,2010
wsPOmtAWtxk,12151,20151228,289,,2010
0tSd6E5A-Vs,12150,20120219,30,dunk|block,2010
Txryb5v3rqQ,12150,20141204,191,,2010
qNBB9g9gU2s,12150,20150311,136,,2010
4rGPXX4GQpw,12149,20160204,73,,2010
OzPJj681kMQ,12149,20091129,7,dunk,2000
bshiDowo-Xw,12147,20151228,10,dunk,2010
qOWr1oP0wck,12147,20130207,17,,2010
E031EIcX2Y4,12146,20151222,333,injury,2010
dVbuZDBUyfk,12144,20010306,9,dunk,2000
b8Ul9BuTd2k,12143,20160307,12741,block,2010
UNNs6RnEFl0,12138,20141209,35,,2010
zmz6h2mXRHI,12134,20090609,238,,2000
S6tYx4l2NAQ,12132,20141119,20,,2010
a2zpOJ1Lqio,12131,20161212,9167,,2010
ZBbKs8Jbpnc,12131,20091021,37,block|shot,2000
RZlxDPiW1n0,12130,20150402,15,,2010
W2NZ3nIkpkA,12128,20080211,326,shot|dunk|pass|move,2000
oYq_0XzpgPo,12126,20141003,179,shot,2010
9CNHeLg1Sc0,12125,20161103,9,shot,2010
xV8uUTwM9Pw,12118,20161123,68,,2010
